央视IPV4,#genre#
避风港影院,https://www.goodiptv.club/douyu/9826611
林林影院,https://www.goodiptv.club/douyu/9652323
漫威电影,https://www.goodiptv.club/douyu/4282654
恐怖经典,https://www.goodiptv.club/douyu/1165374
华语电影,https://www.goodiptv.club/douyu/3928
华语动作电影,https://www.goodiptv.club/douyu/1504768
怀旧90,https://www.goodiptv.club/douyu/9275635
国产影片,https://www.goodiptv.club/douyu/5423
麓山迷踪,https://www.goodiptv.club/douyu/4505431
高帧影片,https://www.goodiptv.club/douyu/6763930
米娅电影,https://www.goodiptv.club/douyu/6537888
吐槽大会,https://epg.112114.xyz/douyu/9236042
斗鱼电影10,https://www.goodiptv.club/douyu/2935323
斗鱼电影90,https://www.goodiptv.club/douyu/6785471
斗鱼电影92,https://www.goodiptv.club/douyu/7537296
斗鱼电影110,https://www.goodiptv.club/douyu/8415464
斗鱼电影113,https://www.goodiptv.club/douyu/5522351
斗鱼电影114,https://www.goodiptv.club/douyu/562225
斗鱼电影116,https://www.goodiptv.club/douyu/8651489
斗鱼电影120,https://www.goodiptv.club/douyu/5354713
斗鱼电影122,https://www.goodiptv.club/douyu/3485629
斗鱼电影130,https://www.goodiptv.club/douyu/8014467
斗鱼电影137,https://www.goodiptv.club/douyu/1274132
斗鱼电影158,https://www.goodiptv.club/douyu/8788687
斗鱼電影7,https://www.goodiptv.club/douyu/3637726
斗鱼電影8,https://www.goodiptv.club/douyu/323876
斗鱼電影11,https://www.goodiptv.club/douyu/7459925
斗鱼電影16,https://www.goodiptv.club/douyu/431460
斗鱼電影18,https://www.goodiptv.club/douyu/4246519
斗鱼電影26,https://www.goodiptv.club/douyu/8413092
斗鱼電影71,https://www.goodiptv.club/douyu/2987100
斗鱼電影77,https://www.goodiptv.club/douyu/2758565
斗鱼電影81,https://www.goodiptv.club/douyu/3870925
斗鱼電影95,https://www.goodiptv.club/douyu/4549169
斗鱼電影97,https://www.goodiptv.club/douyu/8867878
斗鱼電影105,https://www.goodiptv.club/douyu/4290711
斗鱼電影108,https://www.goodiptv.club/douyu/6566671
斗鱼電影111,https://www.goodiptv.club/douyu/8475821
斗鱼電影117,https://www.goodiptv.club/douyu/338759
斗鱼電影124,https://www.goodiptv.club/douyu/2793084
斗鱼電影125,https://www.goodiptv.club/douyu/5067952
斗鱼電影129,https://www.goodiptv.club/douyu/413573
斗鱼電影134,https://www.goodiptv.club/douyu/6725858
斗鱼電影135,https://www.goodiptv.club/douyu/7476264
斗鱼電影136,https://www.goodiptv.club/douyu/5689514
斗鱼電影141,https://www.goodiptv.club/douyu/7623292
斗鱼電影145,https://www.goodiptv.club/douyu/5033502
斗鱼電影153,https://www.goodiptv.club/douyu/8799435
斗鱼電影155,https://www.goodiptv.club/douyu/4258555
斗鱼電影165,https://www.goodiptv.club/douyu/8705754
斗鱼電影169,https://www.goodiptv.club/douyu/7528160
斗鱼电视剧HD1,https://www.goodiptv.club/douyu/2838296
斗鱼电视剧HD2,https://www.goodiptv.club/douyu/7701735
斗鱼电视剧HD3,https://www.goodiptv.club/douyu/7517784
斗鱼电视剧HD4,https://www.goodiptv.club/douyu/7489563
斗鱼电视剧HD5,https://www.goodiptv.club/douyu/6566658
斗鱼电视剧HD6,https://www.goodiptv.club/douyu/431460
斗鱼电视剧HD7,https://www.goodiptv.club/douyu/8600645
斗鱼电视剧HD8,https://www.goodiptv.club/douyu/7575350
斗鱼电视剧HD10,https://www.goodiptv.club/douyu/7644931
斗鱼电视剧HD11,https://www.goodiptv.club/douyu/9650860
斗鱼电视剧HD12,https://www.goodiptv.club/douyu/9435180
斗鱼电视剧HD13,https://www.goodiptv.club/douyu/3756989
斗鱼电视剧HD14,https://www.goodiptv.club/douyu/6706214
斗鱼电视剧HD15,https://www.goodiptv.club/douyu/6478650
斗鱼电视剧1,https://www.goodiptv.club/douyu/299854
斗鱼电视剧2,https://www.goodiptv.club/douyu/6899895
斗鱼电视剧3,https://www.goodiptv.club/douyu/276200
斗鱼电视剧4,https://www.goodiptv.club/douyu/4290711
斗鱼电视剧5,https://www.goodiptv.club/douyu/6648727
斗鱼电视剧6,https://www.goodiptv.club/douyu/7314294
斗鱼电视剧7,https://www.goodiptv.club/douyu/9638983
斗鱼电视剧8,https://www.goodiptv.club/douyu/5261342
斗鱼电视剧9,https://www.goodiptv.club/douyu/5522351
斗鱼电视剧10,https://www.goodiptv.club/douyu/9639508
斗鱼电视剧11,https://www.goodiptv.club/douyu/2083382
斗鱼电视剧12,https://www.goodiptv.club/douyu/4373285
斗鱼电视剧13,https://www.goodiptv.club/douyu/3439096
斗鱼电视剧14,https://www.goodiptv.club/douyu/4549169
斗鱼电视剧15,https://www.goodiptv.club/douyu/7254536
斗鱼电视剧16,https://www.goodiptv.club/douyu/3928r9
斗鱼电视剧17,https://www.goodiptv.club/douyu/7270927
斗鱼电视剧18,https://www.goodiptv.club/douyu/7116591
斗鱼电视剧19,https://www.goodiptv.club/douyu/7459925
斗鱼电视剧20,https://www.goodiptv.club/douyu/674441
斗鱼电视剧21,https://www.goodiptv.club/douyu/9518204
斗鱼电视剧22,https://www.goodiptv.club/douyu/10297898
斗鱼电视剧23,https://www.goodiptv.club/douyu/8901218
斗鱼电视剧24,https://www.goodiptv.club/douyu/7292330
斗鱼电视剧25,https://www.goodiptv.club/douyu/7623292
斗鱼电视剧26,https://www.goodiptv.club/douyu/7356023
斗鱼电视剧27,https://www.goodiptv.club/douyu/10068957
斗鱼电视剧28,https://www.goodiptv.club/douyu/308752
斗鱼电视剧29,https://www.goodiptv.club/douyu/3758762
斗鱼动漫HD1,https://www.goodiptv.club/douyu/6449849
斗鱼动漫HD2,https://www.goodiptv.club/douyu/206858
斗鱼动漫HD3,https://www.goodiptv.club/douyu/10394922
斗鱼动漫1,https://www.goodiptv.club/douyu/6610883
斗鱼动漫2,https://www.goodiptv.club/douyu/1783144
斗鱼动漫3,https://www.goodiptv.club/douyu/7190773
斗鱼动漫4,https://www.goodiptv.club/douyu/1174353
斗鱼动漫5,https://www.goodiptv.club/douyu/7528160
斗鱼动漫6,https://www.goodiptv.club/douyu/7888428
斗鱼动漫7,https://www.goodiptv.club/douyu/9702820
斗鱼搞笑HD1,https://www.goodiptv.club/douyu/9220456
斗鱼搞笑HD2,https://www.goodiptv.club/douyu/9770949
斗鱼搞笑HD3,https://www.goodiptv.club/douyu/9067836
斗鱼搞笑HD4,https://www.goodiptv.club/douyu/9817729
斗鱼搞笑HD5,https://www.goodiptv.club/douyu/8737695
斗鱼搞笑1,https://www.goodiptv.club/douyu/10378551
斗鱼搞笑2,https://www.goodiptv.club/douyu/9804180
斗鱼搞笑3,https://www.goodiptv.club/douyu/2132902
斗鱼影评HD1,https://www.goodiptv.club/douyu/9559158
斗鱼影评HD2,https://www.goodiptv.club/douyu/10240495
斗鱼影评HD3,https://www.goodiptv.club/douyu/9419771
斗鱼影评HD4,https://www.goodiptv.club/douyu/4258555
斗鱼影评HD5,https://www.goodiptv.club/douyu/8317926
斗鱼影评HD6,https://www.goodiptv.club/douyu/10317257
斗鱼影评HD7,https://www.goodiptv.club/douyu/8986636
斗鱼影评HD8,https://www.goodiptv.club/douyu/9837291
斗鱼影评HD9,https://www.goodiptv.club/douyu/297689
斗鱼影评HD10,https://www.goodiptv.club/douyu/8651489
斗鱼影评HD11,https://www.goodiptv.club/douyu/8656759
斗鱼影评1,https://www.goodiptv.club/douyu/9562616
斗鱼影评2,https://www.goodiptv.club/douyu/9527700
斗鱼影评3,https://www.goodiptv.club/douyu/2758565
斗鱼影评4,https://www.goodiptv.club/douyu/9573592
斗鱼美食HD1,https://www.goodiptv.club/douyu/290
斗鱼美食HD2,https://www.goodiptv.club/douyu/8144937
斗鱼科普HD1,https://www.goodiptv.club/douyu/9317739
斗鱼科普HD2,https://www.goodiptv.club/douyu/9447974
斗鱼科普HD3,https://www.goodiptv.club/douyu/9369468
斗鱼科普HD4,https://www.goodiptv.club/douyu/9385288
斗鱼科普HD5,https://www.goodiptv.club/douyu/8434598
斗鱼科普HD6,https://www.goodiptv.club/douyu/7357786
斗鱼科普1,https://www.goodiptv.club/douyu/2022306
斗鱼科普2,https://www.goodiptv.club/douyu/2172818
斗鱼科普3,https://www.goodiptv.club/douyu/3570168
斗鱼科普4,https://www.goodiptv.club/douyu/838632
斗鱼科普5,https://www.goodiptv.club/douyu/9412981
斗鱼科普6,https://www.goodiptv.club/douyu/8667001
斗鱼历史1,https://www.goodiptv.club/douyu/9738854
斗鱼历史2,https://www.goodiptv.club/douyu/10102281
斗鱼历史3,https://www.goodiptv.club/douyu/1330448
斗鱼历史4,https://www.goodiptv.club/douyu/227670
斗鱼历史5,https://www.goodiptv.club/douyu/2320076
斗鱼历史6,https://www.goodiptv.club/douyu/4275776
斗鱼军事1,https://www.goodiptv.club/douyu/1877962
斗鱼军事2,https://www.goodiptv.club/douyu/9530915
斗鱼体育1,https://www.goodiptv.club/douyu/10302182
斗鱼体育2,https://www.goodiptv.club/douyu/9170147
斗鱼体育3,https://www.goodiptv.club/douyu/9471214
斗鱼说法1,https://www.goodiptv.club/douyu/10379308
斗鱼说法2,https://www.goodiptv.club/douyu/709710
斗鱼说法3,https://www.goodiptv.club/douyu/8805
斗鱼歌舞HD1,https://www.goodiptv.club/douyu/6129898
斗鱼歌舞HD2,https://www.goodiptv.club/douyu/920891
斗鱼歌舞HD3,https://www.goodiptv.club/douyu/5943125
斗鱼歌舞HD4,https://www.goodiptv.club/douyu/3763915
斗鱼歌舞HD5,https://www.goodiptv.club/douyu/1607787
斗鱼歌舞HD6,https://www.goodiptv.club/douyu/549212
斗鱼歌舞HD7,https://www.goodiptv.club/douyu/592561
斗鱼歌舞HD8,https://www.goodiptv.club/douyu/10386206
斗鱼歌舞HD9,https://www.goodiptv.club/douyu/8711854
斗鱼歌舞HD10,https://www.goodiptv.club/douyu/87777
斗鱼歌舞HD11,https://www.goodiptv.club/douyu/90999
斗鱼歌舞HD12,https://www.goodiptv.club/douyu/591657
斗鱼歌舞HD13,https://www.goodiptv.club/douyu/1011
斗鱼歌舞1,https://www.goodiptv.club/douyu/6266000
斗鱼歌舞2,https://www.goodiptv.club/douyu/5628327
斗鱼歌舞3,https://www.goodiptv.club/douyu/4582220
斗鱼歌舞4,https://www.goodiptv.club/douyu/5103313
斗鱼歌舞5,https://www.goodiptv.club/douyu/5746514
斗鱼歌舞6,https://www.goodiptv.club/douyu/7771387
斗鱼歌舞7,https://www.goodiptv.club/douyu/5367400
斗鱼歌舞8,https://www.goodiptv.club/douyu/5278299
斗鱼歌舞9,https://www.goodiptv.club/douyu/10118209
斗鱼歌舞10,https://www.goodiptv.club/douyu/170426
斗鱼歌舞11,https://www.goodiptv.club/douyu/22619
斗鱼歌舞12,https://www.goodiptv.club/douyu/5772555
斗鱼歌舞13,https://www.goodiptv.club/douyu/6508860
斗鱼歌舞14,https://www.goodiptv.club/douyu/92000
斗鱼歌舞15,https://www.goodiptv.club/douyu/9837104
斗鱼综艺HD1,https://www.goodiptv.club/douyu/131977
斗鱼综艺HD2,https://www.goodiptv.club/douyu/7298973
斗鱼综艺HD3,https://www.goodiptv.club/douyu/9236042
斗鱼MTV1,https://www.goodiptv.club/douyu/231464
斗鱼MTV2,https://www.goodiptv.club/douyu/5635000
斗鱼MTV3,https://www.goodiptv.club/douyu/17732
斗鱼MTV4,https://www.goodiptv.club/douyu/9586235
斗鱼搏击,https://www.goodiptv.club/douyu/425809
斗鱼车评,https://www.goodiptv.club/douyu/321987
斗鱼读书,https://www.goodiptv.club/douyu/11211
斗鱼旅游1,https://www.goodiptv.club/douyu/1109218
斗鱼旅游2,https://www.goodiptv.club/douyu/6580174
斗鱼收藏,https://www.goodiptv.club/douyu/9812765
斗鱼书画1,https://www.goodiptv.club/douyu/10633755
斗鱼书画2,https://www.goodiptv.club/douyu/10633758
斗鱼书画3,https://www.goodiptv.club/douyu/1319043
斗鱼书画4,https://www.goodiptv.club/douyu/3436981
斗鱼书画5,https://www.goodiptv.club/douyu/7856263
斗鱼书画6,https://www.goodiptv.club/douyu/1066432
斗鱼书画7,https://www.goodiptv.club/douyu/6327572
斗鱼怀旧1,https://www.goodiptv.club/douyu/10891424
斗鱼怀旧2,https://www.goodiptv.club/douyu/8023713
斗鱼怀旧3,https://www.goodiptv.club/douyu/30191
斗鱼怀旧4,https://www.goodiptv.club/douyu/9654885
斗鱼怀旧5,https://www.goodiptv.club/douyu/7505922
斗鱼怀旧6,https://www.goodiptv.club/douyu/60117
斗鱼怀旧7,https://www.goodiptv.club/douyu/27120
斗鱼怀旧8,https://www.goodiptv.club/douyu/9432
斗鱼怀旧9,https://www.goodiptv.club/douyu/69247
斗鱼旅行1,https://www.goodiptv.club/douyu/9970646
斗鱼旅行2,https://www.goodiptv.club/douyu/6563725
斗鱼旅行3,https://www.goodiptv.club/douyu/1668562
斗鱼旅行4,https://www.goodiptv.club/douyu/9511092
斗鱼旅行5,https://www.goodiptv.club/douyu/9358196
斗鱼旅行6,https://www.goodiptv.club/douyu/454867
斗鱼旅行7,https://www.goodiptv.club/douyu/4837387
斗鱼旅行8,https://www.goodiptv.club/douyu/850030
斗鱼旅行9,https://www.goodiptv.club/douyu/9378464
斗鱼旅行10,https://www.goodiptv.club/douyu/10253213
斗鱼旅行11,https://www.goodiptv.club/douyu/10319093
斗鱼旅行12,https://www.goodiptv.club/douyu/442280
斗鱼旅行13,https://www.goodiptv.club/douyu/1867491
斗鱼旅行14,https://www.goodiptv.club/douyu/1255068
斗鱼旅行15,https://www.goodiptv.club/douyu/9314668
斗鱼旅行16,https://www.goodiptv.club/douyu/9172774
斗鱼旅行17,https://www.goodiptv.club/douyu/4834417
斗鱼旅行18,https://www.goodiptv.club/douyu/2240445



游戏赛事,#genre#
「B站」CS 2,http://live.iill.top/bilibili.php?id=21622811
「B站」英雄联盟,http://live.iill.top/bilibili.php?id=6
「虎牙」英雄联盟 𝟙,http://live.iill.top/huya.php?id=660000
「虎牙」英雄联盟 𝟚,http://live.iill.top/huya.php?id=660001
「斗鱼」英雄联盟 𝟙,http://live.iill.top/douyu.php?id=288016
「斗鱼」英雄联盟 𝟚,http://live.iill.top/douyu.php?id=424559
「B站」英雄联盟•手游,http://live.iill.top/bilibili.php?id=23138275
「B站」王者荣耀 𝟙,http://live.iill.top/bilibili.php?id=55
「B站」王者荣耀 𝟚,http://live.iill.top/bilibili.php?id=21654762
「虎牙」王者荣耀 𝟙,http://live.iill.top/huya.php?id=660002
「虎牙」王者荣耀 𝟚,http://live.iill.top/huya.php?id=660164
「斗鱼」王者荣耀 𝟙,http://live.iill.top/douyu.php?id=1863767
「斗鱼」王者荣耀 𝟚,http://live.iill.top/douyu.php?id=1984839
「B站」绝地求生,http://live.iill.top/bilibili.php?id=98
「虎牙」绝地求生 𝟙,http://live.iill.top/huya.php?id=660004
「虎牙」绝地求生 𝟚,http://live.iill.top/huya.php?id=660005
「斗鱼」绝地求生,http://live.iill.top/douyu.php?id=100
「虎牙」和平精英,http://live.iill.top/huya.php?id=660006
「斗鱼」和平精英,http://live.iill.top/douyu.php?id=999
「虎牙」金铲铲之战,http://live.iill.top/huya.php?id=660579
「斗鱼」金铲铲之战,http://live.iill.top/douyu.php?id=9715241
「虎牙」DOTA2,http://live.iill.top/huya.php?id=660118
「斗鱼」DOTA2,http://live.iill.top/douyu.php?id=3811559
「斗鱼」云顶之弈,http://live.iill.top/douyu.php?id=522423
「虎牙」永劫无间,http://live.iill.top/huya.php?id=660115
「斗鱼」永劫无间,http://live.iill.top/huya.php?id=9662891
「B站」使命召唤•手游,http://live.iill.top/bilibili.php?id=22741849
「虎牙」使命召唤•手游,http://live.iill.top/huya.php?id=11718629
「斗鱼」使命召唤•手游,http://live.iill.top/douyu.php?id=9223245
「虎牙」穿越火线,http://live.iill.top/huya.php?id=660101
「斗鱼」穿越火线 𝟙,http://live.iill.top/douyu.php?id=605964
「斗鱼」穿越火线 𝟚,http://live.iill.top/douyu.php?id=5388537
「虎牙」穿越火线•手游,http://live.iill.top/huya.php?id=660102
「B站」第五人格,http://live.iill.top/bilibili.php?id=5555
「虎牙」第五人格,http://live.iill.top/huya.php?id=idvesports
「斗鱼」第五人格,http://live.iill.top/douyu.php?id=3226194
「虎牙」逆战,http://live.iill.top/huya.php?id=nsl2021
「B站」无畏契约,http://live.iill.top/bilibili.php?id=22908869
「虎牙」无畏契约,http://live.iill.top/huya.php?id=660679
「斗鱼」无畏契约,http://live.iill.top/douyu.php?id=4585645
「斗鱼」原神,http://live.iill.top/douyu.php?id=10853239
「B站」QQ飞车•手游,http://live.iill.top/bilibili.php?id=21743919
「斗鱼」QQ飞车•手游,http://live.iill.top/douyu.php?id=5040227
「斗鱼」梦幻西游·手游,http://live.iill.top/huya.php?id=9163712
「斗鱼」街霸,http://live.iill.top/huya.php?id=11437
「B站」JJ斗地主,http://live.iill.top/bilibili.php?id=22021983
「斗鱼」JJ斗地主,http://live.iill.top/douyu.php?id=488743
「斗鱼」我的世界,http://live.iill.top/douyu.php?id=738878
「斗鱼」FIFA,http://live.iill.top/douyu.php?id=7692166
「斗鱼」火影忍者,http://live.iill.top/douyu.php?id=1997723
「斗鱼」跑跑卡丁车,http://live.iill.top/douyu.php?id=7722576
「斗鱼」跑跑卡丁车•手游,http://live.iill.top/douyu.php?id=6672862



电影轮播,#genre#
穿越火线赛事,http://159.75.85.63:35455/huya/660101
电影_星爷,http://159.75.85.63:35455/huya/11342412
电影_英叔,http://159.75.85.63:35455/huya/11342421
电影_发哥,http://159.75.85.63:35455/huya/11342387
电影_成龙,http://159.75.85.63:35455/huya/11342386
电影_王晶,http://159.75.85.63:35455/huya/11602058
电影_沈腾,http://159.75.85.63:35455/huya/11601968
电影_黄渤,http://159.75.85.63:35455/huya/11352876
电影_强森,http://159.75.85.63:35455/huya/21059581
电影_漫威,http://159.75.85.63:35455/huya/11602034
电影_宇宙,http://159.75.85.63:35455/huya/11342428
电影_怪兽,http://159.75.85.63:35455/huya/21059577
电影_武侠,http://159.75.85.63:35455/huya/11342427
电影_警匪,http://159.75.85.63:35455/huya/11352886
电影_罪犯,http://159.75.85.63:35455/huya/11352962
电影_枪战,http://159.75.85.63:35455/huya/21059579
电影_海盗,http://159.75.85.63:35455/huya/21059595
电影_赛车,http://159.75.85.63:35455/huya/11279247
电影_推荐,http://159.75.85.63:35455/huya/11602041
电影_救援,http://159.75.85.63:35455/huya/21059594
电影_热血,http://159.75.85.63:35455/huya/11352934
电影_盗墓,http://159.75.85.63:35455/huya/21059552
电影_贺岁,http://159.75.85.63:35455/huya/11601971
电影_玄幻,http://159.75.85.63:35455/huya/11342414
电影_谍战,http://159.75.85.63:35455/huya/21059585
电影_战争,http://159.75.85.63:35455/huya/21059592
电影_喜剧,http://159.75.85.63:35455/huya/11352877
电影_港片,http://159.75.85.63:35455/huya/11602043
电影_国产,http://159.75.85.63:35455/huya/11352973
电影_周星星,http://159.75.85.63:35455/huya/11336587
电影_李连杰,http://159.75.85.63:35455/huya/11342390
电影_洪金宝,http://159.75.85.63:35455/huya/11279251
电影_梁家辉,http://159.75.85.63:35455/huya/11342429
电影_许冠英,http://159.75.85.63:35455/huya/11601972
电影_刘德华,http://159.75.85.63:35455/huya/11342424
电影_斯坦森,http://159.75.85.63:35455/huya/21059588
电影_小鬼头,http://159.75.85.63:35455/huya/11352963
电影_八点档,http://159.75.85.63:35455/huya/880261
电影_蜘蛛侠,http://159.75.85.63:35455/huya/21059599
电影_贺岁片,http://159.75.85.63:35455/huya/11601986
电影_功夫片,http://159.75.85.63:35455/huya/11352941
电影_黑帮片,http://159.75.85.63:35455/huya/11336719
电影_丧尸片,http://159.75.85.63:35455/huya/21059578
电影_灾难片,http://159.75.85.63:35455/huya/11602075
电影_谍战片,http://159.75.85.63:35455/huya/21059587
电影_战争片,http://159.75.85.63:35455/huya/21059574
电影_犯罪片,http://159.75.85.63:35455/huya/11352974
电影_古装片,http://159.75.85.63:35455/huya/11336590
电影_高分动作,http://159.75.85.63:35455/huya/11352884
电影_动作电影,http://159.75.85.63:35455/huya/11602077
电影_搞笑喜剧,http://159.75.85.63:35455/huya/11342423
电影_喜剧专场,http://159.75.85.63:35455/huya/11602044
电影_欢笑影院,http://159.75.85.63:35455/huya/11352894
电影_不挤影院,http://159.75.85.63:35455/huya/11352897
电影_国产悬疑,http://159.75.85.63:35455/huya/11342395
电影_快意江湖,http://159.75.85.63:35455/huya/11342435
电影_黑帮斗争,http://159.75.85.63:35455/huya/11342419
电影_古墓系列,http://159.75.85.63:35455/huya/11352913
电影_嫣然影厅,http://159.75.85.63:35455/huya/11601977
电影_女神系列,http://159.75.85.63:35455/huya/11336571
电影_经典女神,http://159.75.85.63:35455/huya/11352909
电影_许氏三杰,http://159.75.85.63:35455/huya/11602033
电影_经典港片,http://159.75.85.63:35455/huya/11352965
电影_镖行天下,http://159.75.85.63:35455/huya/11352969
电影_高能反转,http://159.75.85.63:35455/huya/11352887
电影_喜乐影院,http://159.75.85.63:35455/huya/21059580
电影_蘑菇影厅,http://159.75.85.63:35455/huya/11601981
电影_搞笑恐怖,http://159.75.85.63:35455/huya/11601960
电影_死神来了,http://159.75.85.63:35455/huya/11352903
电影_变形金刚,http://159.75.85.63:35455/huya/21059596
电影_怪兽系列,http://159.75.85.63:35455/huya/21059554
搞笑_陈翔六点半,http://159.75.85.63:35455/huya/11274154
剧集_老三国,http://159.75.85.63:35455/huya/11602081
剧集_新三国,http://159.75.85.63:35455/huya/11352944
剧集_新水浒,http://159.75.85.63:35455/huya/11342384
剧集_纪晓岚,http://159.75.85.63:35455/huya/11342396
剧集_庆余年,http://159.75.85.63:35455/huya/11352960
剧集_雍正王朝,http://159.75.85.63:35455/huya/11342439
剧集_士兵突击,http://159.75.85.63:35455/huya/11342430
剧集_爱情公寓,http://159.75.85.63:35455/huya/11336726
剧集_家有儿女,http://159.75.85.63:35455/huya/11352872
剧集_武林外传,http://159.75.85.63:35455/huya/21059598
剧集_地下交通站,http://159.75.85.63:35455/huya/11342433
剧集_邻里一家亲,http://159.75.85.63:35455/huya/11342426


电影频道v4,#genre#
邵氏影院✔原,http://159.75.85.63:35455/douyu/4246519
冰冰经典✔原,http://159.75.85.63:35455/douyu/74374
星爷影院✔原,http://159.75.85.63:35455/douyu/508118
怡寶影院✔原,http://159.75.85.63:35455/douyu/434971
小黛兮影✔原,http://159.75.85.63:35455/douyu/11553944
萌小鬼片✔原,http://159.75.85.63:35455/douyu/3928
神乐影剧✔原,http://159.75.85.63:35455/douyu/122402
可乐影院✔原,http://159.75.85.63:35455/douyu/20415
小宇60帧✔原,http://159.75.85.63:35455/douyu/323876
恐怖惊悚✔原,http://159.75.85.63:35455/douyu/96577
電影劇場✔原,http://159.75.85.63:35455/douyu/7575350
豆瓣高分✔原,http://159.75.85.63:35455/douyu/8770422
漫威剧情✔原,http://159.75.85.63:35455/douyu/6140589
霍格沃茨✔原,http://159.75.85.63:35455/douyu/8814650
鱼宝恐怖✔原,http://159.75.85.63:35455/douyu/1165374
喜剧电影✔原,http://159.75.85.63:35455/douyu/9292492
欧美大片✔原,http://159.75.85.63:35455/douyu/2793084
贝爷max✔原,http://159.75.85.63:35455/douyu/4332
贝爷影厅✔原,http://159.75.85.63:35455/douyu/252802


电影频道,#genre#
邵氏影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=4246519
黑莓电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225743/index.m3u8
1905电影(国际),http://xxw.me0.cn/1905dy.php?id=1905b#http://xxw.me0.cn/1905dy.php?id=1905b
1905电影(亚洲),http://xxw.me0.cn/1905dy.php?id=1905a#http://xxw.me0.cn/1905dy.php?id=1905a
电影轮播1,http://cfss.cc/cdn/hy/11342429.flv
电影轮播2,http://cfss.cc/cdn/hy/11342387.flv
电影轮播3,http://cfss.cc/cdn/hy/11342386.flv
电影轮播4,http://cfss.cc/cdn/hy/11342390.flv
电影轮播5,http://cfss.cc/cdn/hy/11602058.flv
网神影厅,https://www.goodiptv.club/douyu/508118
贝爷1厅,https://www.goodiptv.club/douyu/252802
贝爷2厅,https://www.goodiptv.club/douyu/36337
贝爷4k,https://www.goodiptv.club/douyu/4332
高分推荐,https://www.goodiptv.club/douyu/7254536
豆瓣高分,https://www.goodiptv.club/douyu/8770422
漫威影院,https://www.goodiptv.club/douyu/6140589
特辑电影,https://www.goodiptv.club/douyu/3637778
粤语电影,https://www.goodiptv.club/douyu/1226741
粤语港片,https://www.goodiptv.club/douyu/6566671
国产电影,https://www.goodiptv.club/douyu/5423
喜剧电影,https://www.goodiptv.club/douyu/323876
恐怖电影,https://www.goodiptv.club/douyu/218859
恐怖鬼怪,https://www.goodiptv.club/douyu/1165374

神乐剧场,http://jiaojirentv.top/2020/dy.php?id=85894
神乐剧院,http://jiaojirentv.top/2020/dy.php?id=122402
欧美大片,http://jiaojirentv.top/2020/dy.php?id=2793084
贝爷max,http://jiaojirentv.top/2020/dy.php?id=4332
贝爷影厅1,http://jiaojirentv.top/2020/dy.php?id=252802
贝爷影厅2,http://jiaojirentv.top/2020/dy.php?id=36337
邵氏影院,http://jiaojirentv.top/2020/dy.php?id=4246519
瑶瑶恐怖㊣版,http://jiaojirentv.top/2020/dy.php?id=2935323
怡寶影院㊣版,http://jiaojirentv.top/2020/dy.php?id=434971
吃米滴虫,http://jiaojirentv.top/2020/dy.php?id=315457
吃奶滴虫,http://jiaojirentv.top/2020/dy.php?id=263824
冰冰经典,http://jiaojirentv.top/2020/dy.php?id=74374
星爷影院,http://jiaojirentv.top/2020/dy.php?id=508118
华仔影院,http://jiaojirentv.top/2020/dy.php?id=2516864
凌儿影院,http://jiaojirentv.top/2020/dy.php?id=1377142
麓山迷踪,http://jiaojirentv.top/2020/dy.php?id=4505431
小黛兮影,http://jiaojirentv.top/2020/dy.php?id=11553944
萌小鬼片,http://jiaojirentv.top/2020/dy.php?id=3928
可乐影院,http://jiaojirentv.top/2020/dy.php?id=20415
小宇60帧,http://jiaojirentv.top/2020/dy.php?id=323876
恐怖惊悚,http://jiaojirentv.top/2020/dy.php?id=96577
電影劇場,http://jiaojirentv.top/2020/dy.php?id=7575350
豆瓣高分,http://jiaojirentv.top/2020/dy.php?id=8770422
花卷陪看,http://jiaojirentv.top/2020/dy.php?id=52787
漫威影片,http://jiaojirentv.top/2020/dy.php?id=6140589
霍格沃茨,http://jiaojirentv.top/2020/dy.php?id=8814650
鱼宝恐怖,http://jiaojirentv.top/2020/dy.php?id=1165374
贝贝影院,http://jiaojirentv.top/2020/dy.php?id=431460
变种人片,http://jiaojirentv.top/2020/dy.php?id=9651304
喜剧电影,http://jiaojirentv.top/2020/dy.php?id=9292492
女神电影,http://jiaojirentv.top/2020/dy.php?id=747764
避风影院,http://jiaojirentv.top/2020/dy.php?id=9826611
欧美凛冬之地,http://jiaojirentv.top/2020/dy.php?id=8945323
各种美剧、连续剧全集解说,http://jiaojirentv.top/2020/dy.php?id=1979257
詹姆士邦德,http://jiaojirentv.top/2020/dy.php?id=9292499
二战纪实,http://jiaojirentv.top/2020/dy.php?id=454867
下饭神剧,http://jiaojirentv.top/2020/dy.php?id=276200
港剧直播,http://jiaojirentv.top/2020/dy.php?id=4549169
林正英僵尸,http://jiaojirentv.top/2020/dy.php?id=218859
带你看大片,http://jiaojirentv.top/2020/dy.php?id=2758565
一起看恐怖片,http://jiaojirentv.top/2020/dy.php?id=9412287
平安夜快乐,http://jiaojirentv.top/2020/dy.php?id=6863367
恐怖电影,http://jiaojirentv.top/2020/dy.php?id=310926




埋堆堆,#genre#
埋堆堆 𝟙,http://live.iill.top/huya.php?id=23740156
埋堆堆 𝟚,http://live.iill.top/huya.php?id=23749096
